calisma_sekli,departman,egitim,genel_nit_is_tanimi,ilan_baslik,label,sehir,sektor,sirket_adi,tecrube
,,,"Dünyanın en büyük forwarder şirketlerinden biri olan DSV Türkiye İstanbul ofisinde görevlendirmek üzere ""Bilgi Teknolojileri / IT Uzmanı "" arayışımız bulunmaktadır. ,Genel Nitelikler,•Üniversitelerin Bilgisayar mühendisliği bölümlerinden mezun,,•Servis Masası, Yardım Masası, Müşteri Desteği alanında minimum 2 yıl deneyimli,,•Eş zamanlı farklı projelerde görev alabilecek, analitik düşünme becerisine sahip,,•Yurtiçi ve Yurtdışı seyahat engeli olmayan,,•Bilgisayar, thin client, yazıcı, mobil cihazlar, akıllı telefonlar ve diğer çevre birimleri ile ilgili donanım/yazılım sorunlarına gerekli müdahaleleri yapabilecek,,•İyi derecede switch, roter, IP phone, IP kamera ve aktif cihazların kurulumu, yapılandırılması ve işletim bilgisi sahibi olan,,•İyi derecede ağ yapıları ve protokolleri (LAN, WAN, TCP / IP), Microsoft server sistemleri, Microsoft Active Directory, DNS, DHCP vb yapıları hakkında bilgi sahibi olan,,•Veri tabanı uygulamaları, Güvenlik duvarı ve antivirus sistemleri hakkında bilgi sahibi olan,,•Exchange Online ve Office 365 yönetim tecrübesi bulunan,,•İleri düzeyde İngilizce okuma-yazma bilgisine sahip,,•Erkek adaylar için askerlik görevini tamamlamış,,•Envanter ve IT stok takibi ile raporlaması yapabilecek.,İş Tanımı,•Global IT ile birlikte çalışmak ve Global sistemleri uygulamak,,•Şirket bünyesindeki tüm yazılım, donanım , network , envanter bilgilerinin kayıtlarının tutulmasını ve düzenini sağlayabilecek,,•Server yönetimi ve yedekleme network alt yapısı, bakım onarım, kablolama gibi konularda sıfırdan kurulum yapabilecek ve mevcut kurulumu geliştirebilecek,,•Network ve altyapı gereksinimlerini tespit etmek, planlamak ve Global IT ile birlikte yönetmek,,•Donanım ve yazılım kurulum ve devreye alma işlemlerini yürütmek, destek vermek,,•SLA zamanlarına göre problemlere müdahale edebilmek,,•Yardım masası müşterilerinde, müşteri memnuniyetinin sağlanması,,•Veri tabanları ile ilgili oluşabilecek günlük operasyonel talepleri karşılamak,,•Kullanıcı sorunlarını çözmek için yardım masası hizmetleri sağlamak ve uzak bağlantı veya yerinde destekle kullanıcı taleplerini karşılamak.",Bilgi Teknolojileri / IT Uzmanı ,banka_sigorta,,,DSV Hava ve Deniz Taşımacılığı A.Ş.,
Sürekli / Tam zamanlı,Teknoloji,,"Experienced in HTML5, CSS3 and Modern Javascript,Experienced in VueJS, RESTful API, Bootstrap, jQuery, AJAX, Axios,Knowledge in OOP Javascript development,Good understanding of UI component-based architecture,Knowledge of Agile Management system,Be excellent in written / spoken English,Nice to have dedication and commitment towards work,Have excellent interpersonal and communication skills",Frontend Developer (VueJS),banka_sigorta,,"Bilişim, Yazılım",Servarena,En az 1 yıl tecrübeli adaylar
,,,"Gıda alanında faaliyet gösteren şirketimizin Genel Merkezinde görevlendirilmek üzere “,Bilgi Teknolojileri/IT, Yöneticisi,” arayışımız bulunmaktadır. ,• Üniversitelerin tercihen Bilgisayar Mühendisliği, Endüstri Mühendisliği, Elektrik – Elektronik Mühendisliği ya da Bilgi Sistemleri Yönetimi bölümlerinden mezun, ,• Proje yönetimi ve iş analizi de dahil olmak üzere Bilgi Teknolojisinde en az 5 yıl Yöneticilik deneyimi sahibi, ,• Kullanılan sistemlerin; yazılımcılarla sistem mimarisi, algoritma ve ekran tasarımları çalışmalarını yürütebilecek, uygulama safhasında her türlü denetimi ve testi gerçekleştirebilecek, ,• Tercihen Oracle projelerinin yönetim ve koordinasyonunda görev almış, ERP süreçlerini bilen, ,• Oracle Database vb. Microsoft SQL server veritabanı teknoloji ve ürünleri konusunda bilgi ve deneyim sahibi, ,• Tercihen ISO27001 Bilgi Güvenliği Sistemi uygulamalarına hakim, ,• Network yönetimi (LAN, WAN, TCP-IP, Router, Switch) konusunda bilgi sahibi, ,• Güvenlik çözümleri (Firewall, Proxy Management, Anti Virüs vb.) konusunda bilgi sahibi, ,• İyi seviyede İngilizce dil bilgisini sahip, ,• Dinamik, dışa dönük, iletişimi ve ilişki yönetimi kuvvetli, • Analitik düşünme kabiliyetine sahip, sonuç ve zaman odaklı çalışabilecek, ,• Esnek çalışma saatlerine uyum sağlayabilecek, ,• Tercihen Avrupa Yakasında ikamet eden, ,• Seyahat engeli bulunmayan, ,• Erkek adaylar için askerlikle ilişiği olmayan, ,İŞ TANIMI,• Grup şirketlerinin politika ve hedefleri doğrultusunda bilgi işlem çalışmalarının yönetilmesi, ,• Grup şirketlerinin Kurumsal Kaynak Planlama (ERP) sistemlerinin uyumu, konsolidasyonu, yatırımı ve geliştirilmesine yönelik çalışmalarının yapılması, ilgili konularda operasyon ve iş süreçlerinin analiz ve tasarımlarının yönetilmesi, ,• Grup şirketlerinin donanım ve yazılım ihtiyaçlarını ve ilgili taleplerini değerlendirilmesi, fizibilite çalışmasının yapılması, uygun olanların alımının sağlanması, ,• Sorumlusu olduğu bilgi işlem personellerinin yönetilmesi, gerekli görülmesi durumunda eğitimler ve seminerlerle mesleki gelişimlerin sağlanması, ,• Güncel bilgi teknolojileri ile ilgili yayınların sürekli izlenmesi, geliştirmelerin takip edilmesi ve bilgilerin güncellenmesi. ",Bilgi Teknolojileri / IT Yöneticisi,banka_sigorta,,,Sektöründe Lider Firma,
,,,"Türkiye'nin lider E-ticaret platformu Hepsiburada'nın iştiraki olan Hepsiexpress firmamız için, Kocaeli - Gebze  lokasyonumuzda görevlendirilmek üzere aşağıdaki niteliklere sahip ,""Yazılım Uzmanı"", arayışımız bulunmaktadır.,Hepsiexpress, E-ticaret alanında uzmanlaşmış bir taşımacılık firmasıdır. Ülkemizde E-ticaretin büyümesine paralel taşımacılık sektörü de büyüyor. Bir Hepsiburada grup şirketi olan Hepsiexpress, E-ticaret odaklı; hızlı, pratik, dakik, esnek ve güvenilir bir dağıtım mekanizması yaratarak sektöründe alternatif bir model oluşturmaktadır., ,Standartların dışında bir müşteri deneyimi sunarak E-ticaret taşımacılığında tarih yazarken, seni de ekibimize bekliyoruz!,Üniversitelerin Bilgisayar / Yazılım / Endüstri Mühendisliği, Bilgisayar Teknolojileri Öğretmenliği, Matematik, İstatistik, Bilgisayar Programcılığı ve benzer bölümlerden mezun,,En az 5 sene Java Teknolojileri alanında deneyim kazanmış olan, ,Java , Spring Boot, Spring Data, Hibernate, Git, Maven, REST , AngularJS, React dillerine hakim,,Continuos Integration/Delivery kavramları hakkında bilgi sahibi,,Kodlama kalitesine önem veren,, ,Yoğun çalışma temposuna adapte olabilecek,,Güçlü analiz ve iletişim becerilerine sahip,,Takım hedeflerine önem gösteren, çevik bilince sahip,,Erkek adaylar için  askerliğini tamamlamış ya da en az 2 yıl tecilli olan,, ,İŞ TANIMI, ,      Ağırlıklı olarak şirketimizdeki Java projelerinde backend (ağırlıklı) çalışmak,,      Java mimari konularında ve kod iyileştirme faaliyetlerinde kendisine tanımlanan işleri tamamlamak,  ",Yazılım Uzmanı,banka_sigorta,,,Hepsiexpress,
Sürekli / Tam zamanlı,Finans,"Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun), Ön Lisans(Mezun)","Üniversitelerin ,Mühendislik, İstatistik, Matematik, Ekonometri ,ya da eşdeğer bölümlerinden mezun olmuş ve en az 2 yıl tecrübeli,,Araştırmaya ve kendini geliştirmeye istekli,  analitik düşünme becerisine sahip,,Dikkatli, planlı ve özenli çalışabilecek, ,Front-end web yazılımı konusunda tecrübeli, HTML, CSS, Javascript (JQuery) ile uygulama geliştirmiş ve Reponsive tasarımdan anlayan,,En az 1 yıl ASP.NET MVC ile web uygulaması geliştirmiş,,İleri Düzey Microsoft Excel ve PowerPoint bilgi seviyesi çok iyi, tercihen Excel VBA bilen,,İlişkisel veri tabanları hakkında bilgi, deneyim sahibi, T-SQL  sorgulama bilgisi ileri düzeyde,,SQL Server Reporting Services (SSRS) ile raporlar oluşturmuş,,Erkek adaylar için askerlik hizmetini tamamlamış,,Takım çalışmasına uyum sağlayabilecek çalışma arkadaşları arıyoruz. ,İŞ TANIMI,Finans Sektörünün köklü şirketlerinden birinin iştiraki olan; sektörünün önde gelen Varlık Yönetim Şirketinde; büyük ölçekli veri analizinde çalışacak 'Veri Tabanı Analisti' ve 'Yazılım Uzmanı' aranmaktadır. Büyümekte olan şirketimizde kariyer hedefleyen uygun nitelikteki adaylar titizlikle değerlendirilecektir.",Analist Yazılımcı,banka_sigorta,İstanbul(Asya),Bankacılık,EFES VARLIK YÖNETİM A.Ş,2 - 5 yıl tecrübeli adaylar
,,,"EST Marjinal, 1997 yılından beri teknolojinin bir çok alanında faaliyet göstermektedir.En yeni projesi olan Sefamerve, 2012 yılından bu yana E-ticaret sektöründe hızlı yükselişi ile öne çıkmaktadır. ,Türkiye’nin en başarılı e-ticaret sitelerinden biri olarak gösterilen Sefamerve.com, 2012 yılından bu yana hizmet veriyor. Ortadoğu ve Avrupa dahil olmak üzere 55 ülkeye satış yapan sitenin Hollanda ve Fas’ta şubeleri bulunuyor. Türkiye’nin ilk global e-ticaret sitesi olmayı hedefleyen Sefamerve, Avrupa Birliği üyesi ülkeler haricinde Ecommerce Europe'a üye olarak kabul edilen ilk ve tek Türk firmasıdır. Sefamerve.com, teknolojinin en prestijli ödüllerinden olan “Red Herring Global Top 100”e girmeyi başarabilmiş Türkiye’nin ilk ve tek e-ticaret sitesidir. Beş milyonun üzerinde takipçi sayısına ulaşan Sefamerve.com, kullanıcılarına kıyafetten aksesuara, çocuk giyimden bakım ürünlerine kadar birçok farklı seçeneği bir arada sunuyor.,Başarıları ile büyüyen Sefamerve ,platformunda görev alacak yeni takım arkadaşımızı aramaktayız.,Üniversitelerin ilgili bölümlerinden mezun,,En az 5 yıl PHP ile geliştirme ve kodlama deneyimli,,Modern bir PHP framework tecrübesi olan,,Geliştirmiş olduğu projelerde HTML/HTML5/CSS3 deneyimi olan,,JavaScript ve Ajax teknolojilerine hakim,,Yüksek trafikli web uygulamalarında kod ve veritabanı sorgusu optimizasyonu becerisine sahip,,API ve Web servisler konusunda bilgi ve tecrübeye sahip,,Kod yapısının kaliteli ve sürdürülebilir olmasını önemseyen,,Ölçeklenebilirlik ve performans kaygılarını göz önünde bulunduran,,Takım çalışmasını seven, motivasyonu yüksek,,Öğrenmeye ve kendini geliştirmeye istekli,,Analitik düşünce ve problem çözme becerilerine sahip,,Planlama, takip, raporlama ve iletişim yönleri güçlü,,Erkek adaylar için askerliğini yapmış ya da muaf.,PHP ,""Yazılım Uzmanı"", arayışımız bulunmaktadır.,İŞ TANIMI,İhtiyaç ve beklentilere uygun olarak;,E-ticaret sitemize tanımlanan özelliklerin geliştirmesinden, mevcut özelliklerin iyileştirlmesinden ve rapor edilen hataların düzeltilmesinden sorumlu ekipte yer alacaktır",PHP Yazılım Uzmanı,banka_sigorta,,,Sefamerve,
,,,"Türkiye ilaç sektöründe emin adımlarla büyüyen TAB İlaç Sanayi A.Ş kadrosunda yer almak için, BİLGİSAYAR MÜHENDİSİ aranmaktadır. ,Adaylarda aranan özellikler:,Üniversitelerin ilgili bölümlerinden (Bilgisayar Mühendisliği veya yazılım konusunda yetkinliğe sahip diğer lisans bölümleri),Firmamızın internet sitesininin baştan kurulması ve takibini yapabilecek,Daha önceden bu konuda tecrübesi ve portfoliosu olan,Yazılım dillerinden en az birine tam anlamıyla hakim,Çok iyi düzeyde MS Office bilgisi olan,Araç takip sisteminin günlük lokasyon analizini yaparak rapor olarak sunabilecek,Merkez Ofis'teki teknik altyapının geliştirilmesi ve teknik destek sağlanması (server ve ağ sistemlerinin iyileştirilmesi),Takım çalışmasına uyum sağlayabilen,Askerliğini tamamlamış,İletişim becerileri güçlü mücadeleci ve kararlı,Dışa dönük, yaratıcı,takım arkadaşı aramaktayız. ",Bilgisayar Mühendisi,banka_sigorta,,,Tab İlaç Sanayi A.Ş.,
,,,"Üniversitelerin Bilgisayar Mühendisliği, Bilgisayar Programcılığı veya ilgili bölümlerinden mezun,,En az 5 yıl yazılım geliştirme alanında deneyimli, ,Nesne tabanlı programlama ve tasarım kalıpları konularında bilgi sahibi, ,.Net Core2, Entity Framework, LINQ ile proje geliştirmiş ya da Dapper gibi diğer ORM araçları ile çalışmış,,MS SQL veritabanı konusunda bilgili, ,Redis, RabbitMQ, ElasticSearch konularında en azından fikir sahibi,,Ajax, JSON, JQuery, CSS, Bootstrap, HTML5 konularında deneyim sahibi, ,Angular 7, Type Script 2 tecrübesi olan,,Mesleki araştırma yapabilecek seviyede İngilizce bilgisi olan, ,TFS, Git veya benzeri bir source control yazılımı kullanmış,,Yeni teknolojileri takip etme konusunda istekli, uygulama konusunda becerili,,Takım çalışmasına yatkın, pozitif yapıda ve iletişimi güçlü, ,Erkek adaylar için askerlik hizmetini tamamlamış, ,İstanbul Anadolu Yakası'nda ikamet eden veya edebilecek. ,İŞ TANIMI,Hasel İstif Makineleri Genel Müdürlüğümüzde Yazılım Ekibimize bağlı olarak şirketimizin ihtiyaçları çerçevesinde gerçekleştirilmekte olan ve önümüzdeki dönemlerde gerçekleştirilecek projelerde "",Back-End Developer,"" ,olarak görev yapacak takım arkadaşı arıyoruz. ",Back-End Developer,banka_sigorta,,,Hasel İstif Makineleri San. ve Tic. A.Ş.,
Sürekli / Tam zamanlı,Teknoloji,,"Cronom İnsan Kaynakları olarak danışmanlığını yürütmekte olduğumuz iş ortağımız için,""ABAP Developer"", arayışımız bulunmaktadır.,Aranılan Nitelikler:,Üniversitelerin ilgili lisans bölümlerinden mezun,,Alanında minimum 3 sene tecrübeli,,İngilizce dil bilgisi ileri seviyede olan,,Tercihen .Net konusunda deneyimli,,Gelişime açık ve takım çalışmasına yatkın.,İş Tanımı:,Alt yapı ihtiyaç analizlerinin yapılması,,Abap kodlama standartlarına uygun geliştirmelerin yapılması,,Gerekli dokümantasyonun hazırlanması",ABAP Developer,banka_sigorta,İstanbul(Asya),"Bilişim, Yazılım",CRONOM BİLİŞİM VE YAZILIM TEKNOLOJİLERİSAN.VE TİC.LTD.ŞTİ.,
,,,"LCWaikiki markası ile Türkiye’nin en değerli markalar sıralamasında “Hazır Giyim ve Mağazacılık” sektöründe 1. sırada yer alan şirketimiz, yaklaşık 10 Milyar $ ciro hedefi, 45 ülkede 42.000’i aşkın çalışanı ve yurtiçi ve yurtdışı olmak üzere toplamda 900’ün üzerinde mağazası ile Türkiye’nin en büyük gruplarından birisi olarak hızla büyüyor.,2023 yılında Avrupa’nın en başarılı üç giyim perakendecisinden biri olma vizyonumuzu gerçekleştirmek üzere hızla büyüyen markamızın tedarik şirketi olan Taha Giyim A.Ş. için “FASON ÜRETİM OPERATÖRÜ” olarak aramıza katılacak ekip arkadaşımızı arıyoruz.,En az ön lisans mezunu,,MS Office programlarını iyi düzeyde kullanan,,Dikkatli ve planlı,,Planlama, organize etme ve koordinasyon becerilerine sahip,,Takipçi, sonuç ve kalite odaklı,,İnsan ilişkileri güçlü,,Erkek adaylar için askerlik hizmetini tamamlamış,,İŞ TANIMI,Üretimin resmi olarak yürütülebilmesi ve sistemsel takibinin yapılabilmesi için kesim bitişinden, ürünün depoya sevkine kadar olan üretimin sistemsel kayıtlarının gerçekleştirmesi,,Firma tarafından inspection yapılabilmesi için depoya sevk olması gereken ürünlerin sevk organizasyonunun yapılması,",FASON ÜRETİM OPERATÖRÜ,banka_sigorta,,,Taha Giyim San. Ve Tic. A.Ş.,
,,,"
,Üniversitelerin Bilgisayar Mühendisliği, Matematik Mühendisliği veya ilgili bölümlerinden mezun,,Tercihen bankacılık sektöründe Temel bankacılık/ krediler / takip süreçleri alanlarından birinde min 2-3 yıl .Net üzerine geliştirmeler yapmış,Finans sektörüne inovatif bir bakış açısıyla bakabilecek,,Analitik düşünme ve problem çözme yetkinliğine sahip,,Sistematik ve planlı çalışan,,Takım çalışmasına yatkın,,Değişime ve öğrenmeye açık,,Yaratıcı ve sonuç odaklı,,Erkek adaylar için askerlik hizmetini tamamlamış ya da uzun süreli tecilli olan,,İŞ TANIMI,
,Yürütülen projelerde, teknik tasarım, kod geliştime ve test aşamalarında yer alabilecek,,İş süreçlerinin sürekli olarak gelişmesi ve kalite standartlarının artırılmasını sağlayacak,,Pozisyonun sorumlusu iş ihtiyaçlarını karşılamak için uygulama, mimari yapı ve veri tabanının dizaynı, geliştirme ve bakımını üstlenecek,,Diğer ekip üyeleri ile beraber mevcut kodun üzerinde bakım görevini gerçekleştirecek, tecrübeli .Net Yazılım Mühendisi takım arkadaşları arıyoruz.",.Net Yazılım Mühendisi,banka_sigorta,,,DenizBank,
,,,"Smartiks, müşterilerine yüksek teknoloji bileşenlerini kullanarak, etkin iş çözümleri üretmek, aynı zamanda konularında uzman kadrosu ile yazılım geliştirme ve danışmanlık hizmetleri vermek amacı ile 2006 yılında kurulmuştur. Müşteri İlişkileri Yönetim Sistemleri, İş Zekası, e-Ticaret uygulamaları ve Mobil uygulamalar konularında, birçok ulusal ve uluslar arası projeye başarı ile imzasını atan Smartiks , en doğru çözümü en kısa sürede sunma vizyonu ile hareket etmektedir. ,Adının kalite ile ifade edilmesi için calışmalarında verimliliği ve hizmet kalitesini daima ön planda tutarak hizmet sunan Smartiks, en önemli kaynağının insan olması anlayışı ile kadrosunu sürekli güçlendirmekte ve geliştirmektedir. ,Bu gelişen ve büyüyen ekipte sende yer almak istiyorsan 'Kıdemli Java Yazılım Uzmanı ' ilanımıza başvurmanı bekliyoruz. ,GENEL NİTELİKLER,Üniversitelerin Bilgisayar Mühendisliği bölümünden mezun,,En az 5 yıl Java ile kurumsal yazılım geliştirme tecrübesi,,JavaEE, JSF, Spring, Spring Boot, JPA/Hibernate veya TopLink, RDBMS/SQL, XML, SOAP, Restful vb. teknolojilerle web uygulamaları/servisleri geliştirme konusunda tecrübeli,, Maven, SVN, Git, Eclipse/Netbeans/Intellij vb. yazılım geliştirme araçlarına hakim, ,Internet protokolleri ve web teknolojileri konularında bilgi sahibi, ,OOP metodolojisi, yazılım tasarımı/mimarisi, kod kalitesi konularında bilgi sahibi,,Takım çalışmasına yatkın, birlikte çalıştığı ekibin gelişmesine önem veren,,Erkek adaylarının askerliğini tamamlamış veya en az 2 yıl uzatmış olması gerekmektedir.  ,İŞ TANIMI,Yeni projeler için yazılımların geliştirilmesi, ,Mevcut yazılımlarda oluşan hataların giderilmesi, eklemelerin yapılması, ,Mevcut yazılımların kodlarını inceleyerek geriye dönük dokümantasyon yapılması, ,Kodların kalite kontrolünün yapılması, ,Performans iyileştirme çalışmalarında bulunulması, ,Güvenlik iyileştirme çalışmalarının yapılması.",Kıdemli Java Yazılım Uzmanı,banka_sigorta,,,Smartiks Yazılım A.Ş,
Sürekli / Tam zamanlı,AR-GE,," Sektöründe öncü firmamızın İstanbul- Sancaktepe ve Eskişehir ili ofislerinde çalışmak üzere, ,Üniversitelerin Bilgisayar, Elektrik-Elektronik ,Yazılım Mühendisliği veya Matematik ve Bilgisayar bölümünden mezun,,.NET C#, WPF, Java, Postrgre SQL, Soket programlama, XML konularında tecrübe sahibi olan,,Seyahat engeli olmayan,,Etkin bir biçimde OOP kullanabilen,,Tasarım desenleri hakkında tecrübe sahibi,,Çok katmanlı mimari hakkında tecrübe sahibi,,Windows ve Linux işletim sistemleri ile çalışmış,,Kaynak kod sistemleri (SVN,Git) kullanmış,,Jira kullanmış,,Yoğun tempo ve esnek çalışma saatlerine uyum sağlayabilecek,,Erkek adaylar için askerliğini tamamlamış veya en az 2 yıl tecilli olması,,Eskişehir'de ikamet eden,,Analitik düşünme, kritik problem çözme becerisine sahip,,Sonuç odaklı, araştırmacı, yeniliklere açık ve sorumluluk alabilecek kişiliğe sahip takım arkadaşları aramaktayız.",Yazılım Geliştirme Mühendisi,banka_sigorta,,Elektrik - Elektronik Malzemeleri,Sektöründe Lider Firma,Tecrübeli ya da tecrübesiz adaylar
,,,"Coberon Chronos Şirketler Grubu çatısı altında yer alan Chronos Türkiye, grubun 27 ofisi üzerinden tüm dünyaya yayılmış seçme ve yerleştirme ağı ve deneyimli ekibiyle, teknik, uzman ve orta & üst düzey yönetici kadrolarının seçme ve yerleştirmesinde, yirmi yılı aşkın bir süredir Fortune 500 şirketleri için başarılı yerli ve uluslararası projelere imza atmaktadır. , Danışmanlığını yapmakta olduğumuz, sigortacılık sektöründe faaliyet gösteren lider müşteri firmamız için,""Yazılım Uzmanı"", pozisyonunda arayışımız bulunmaktadır.,- Üniversitelerin Bilgisayar Mühendisliği veya eşdeğer bölümlerinden mezun, ,- Tercihen sigorta sektöründe en az 3 yıl tecrübeli, ,- Yazılım geliştirme ve algoritma bilgisine sahip (JAVAEE), ,- Temel Sql bilgisi olan, ,- Entegrasyon (Json, Rest, Web Services ve XML) teknolojileri bilgisine sahip,, - Analitik bakış açısı olan,, - Ekip çalışmasına yatkın ve sorumluluk sahibi, ,- İletişim becerisi güçlü, ,- Tercihen İngilizce bilen, ,- Erkek adaylar için tercihen askerlik hizmetini tamamlamış. , İŞ TANIMI , - Sigortacılık Paketi (Üretim, Hasar, Risk, Muhasebe, Eksper vb.) uygulama geliştirmelerinin yapılması,,-İlgili kurumlar arası servis entegrasyonunun sağlanmasından sorumlu olacaktır.,Firmamız Türkiye İş Kurumu'nun 10.03.2015 tarih ve 529 numaralı izin belgesi ile faaliyet göstermektedir.",Yazılım Uzmanı,banka_sigorta,,,CHRONOS İSTİHDAM HİZMETLERİ LTD. ŞTİ.,
,,,"Enuygun, ayda 17 milyon ziyaretçisi ve 70 milyon sayfa gösterimi ile online seyahat alanında Türkiye’nin öncü internet şirketidir. Enuygun ekibi olarak ülkemizde uçak bileti, otel, kurumsal seyahat, otobüs bileti alanlarında kullanıcılarımıza mükemmel servisi vermek için çalışıyor, Wingie markası altında global operasyonumuzda milyonlarca seyahat severe en uygun seyahat deneyimini sunuyoruz. Bir Rocket Internet ve Kinnevik yatırımı olan şirketimizde geniş IT ve BI ekibimizle sürekli yeni teknolojiler ve ürünler geliştiriyor, verileri analiz ediyor, tüm deneyimleri test ediyor ve daha iyi bir kullanıcı deneyimi için yenilikçi adımlar atıyoruz. Kullanıcılarımızla iletişime geçmek için yeni yöntemler oluşturuyor, var olan enstrümanları en iyi şekilde kullanıyoruz.,Ama en önemlisi, her iş günü sonunda milyonlarca Enuygun ve Wingie kullanıcısı için değer katan işler yapmış olmanın gururuyla evimize dönüyoruz! ,Artık global bir turizm teknoloji markası olan şirketimizde, bizlere değer katarken kendini de geliştirmek isteyen “Software Developer” arıyoruz. ,Bu pozisyonla Türkiye'nin en başarılı internet projelerinden birini gerçekleştiren ekipte yer alma şansı bulabilirsin! ,Bu pozisyon için hangi özellikleri arıyoruz?, ,• Üniversitelerin ilgili bölümlerinden mezun, ,• PHP, JAVA, .Net, Python, Go, Ruby, C, C# dillerinden en az birinde 2-5 yıl deneyim sahibi, ,• Özellikle PHP ve Python üzerinde yaptığımız geliştirmelerde görev alarak tüm detayları ile bu dile hakim olmak isteyen, ,• Tercihen Unit Test ve Integration Test tecrübesi olan, ,• Tercihen Tasarım Desenleri (Singleton, Factory, MVC, Facade vs) ile ilgili bilgi sahibi olan ekip arkadaşları arıyoruz! ,Dünyadaki web uygulamalarının büyük bölümünü oluşturan PHP Framework ile çalışmak ve PHP 7+ (~ Facebook HHVM) tecrübesine sahip olmak, Artificial Intelligence ve Machine Learning alanlarında programlama dili olarak önde gelen Python ve kütüphanelerinin kullanım tecrübesini elde etmek istersen hemen başvur! ,Senden ne yapmanı istiyoruz?, ,• Yazılım gereksinimlerini karşılayan, teknik tasarıma uygun ve Enuygun kalite standartlarını karşılayan yazılımları PHP ve/veya Python kullanarak geliştirmeni, ,• İhtiyaç dahilinde birim ve entegrasyon testlerini geliştirmeni, ,• Çalışmış olduğun alanla ilgili çıkan hataların çözümünü sağlamanı bekliyoruz.  ",Software Developer,banka_sigorta,,,Enuygun.com,
,,,"Artılar dünyası DeFacto!,2019 yılında 16.000 çalışan sayısına ulaşacak DeFacto’da...,Mutluluğunu önemseyen, sadece mutluluğun için çalışan bir ekip ve Mutluluk Müdürü var... ,+1 mutluluk var!,Kadrolu spor eğitmeni, spor salonu ve kaliteli yaşam danışmanı ile sağlıklı bir yaşam var... ,+1 sağlık var!, ,Aradığımız özellikler ve temel fonksiyonlar sana uyuyorsa aramıza Sen De Gel, sen de hayatına ve hayatımıza +1 değer kat ve birlikte Geleceğe Depar atalım!,Aradığımız Özellikler,, ,Üniversitelerin Bilgisayar Mühendisliği, Matematik Mühendisliği veya ilgili bölümlerden mezun,,Minimum 1 yıl X++ programlama dili konusunda deneyimli, Dynamics Ax ortamında geliştirme ve entegrasyon yapmış,,İyi derecede İngilizce bilen,,Microsoft Studio .Net konusunda deneyimli, ,İlişkisel Veritabanı bilgisine sahip, ,Araştırmacı, gelişmiş problem çözme ve analitik düşünme yeteneğine sahip, ,Takım çalışmasına yatkın ve sorumluluk sahibi, ,Yoğun ve dinamik çalışma ortamına uyum sağlayabilecek, ,Tercihen ERP süreçleri konusunda bilgi sahibi, ,Tercihen Application Integration Framework, Business Connector, Data Migration Framework, Web Service konularında deneyimli,,Erkek adaylar için askerlik hizmetini tamamlamış.,Temel Fonksiyonlar,,,DeFacto Teknoloji firması bünyesinde, Dynamics Ax ERP yazılımı için yazılım ekibinde “Dynamics Ax (Axapta) Developer” olarak rol almak,,Devam eden veya başlayacak projelerde aktif rol almak,,Kullanıcılardan gelen ek geliştirme & rapor taleplerini Dynamics Ax analistleriyle birlikte gerçekleştirmek,,Yapılması planlanan yurtdışı lokalizasyon ve Dynamics 365 Finance & Operations projelerinde aktif rol oynamak.",DYNAMICS AX (AXAPTA) DEVELOPER,banka_sigorta,,,DeFacto Perakende Ticaret Anonim Şirketi,
,,,"İstanbul merkezli finansal yazılımlar üreten şirketimizin, İzmir ofisinde görevlendirilmek üzere; Takım çalışmasına ve devamlı öğrenmeye açık Php Developer aramaktayız.,En az 2 yıl OOP yaklaşımında ve MVC mimarisinde PHP ile yazılım geliştirmiş,,Laravel Framework'üne hakim,,Restful mimarisi üzerine tecrübe sahibi,,Third Party entegrasyonlar üzerine bilgi sahibi,,MySql üzerine bilgi sahibi,,Versiyon control sistemleri ile çalışmış(Gitlab, Github, Bitbucket),Dökümantasyonları sorunsuz anlayacak düzeyde İngilizce bilen,,Çevresine ve yaptığı işe saygısı olan takım arkadaşları arıyoruz. ",PHP Yazılım Uzmanı,banka_sigorta,,,KREDİ KULÜBÜM BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,
